original_picture_id,positive,negative,pair_type,retrieved_images,query_strings,lambda_value,is_correct,rank
843a3784-4b2c-48ef-9a85-73fbc314307e,Azure and ivory color harmony,Excessive simplification via modern aesthetic,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', '018943a8-3180-4d42-9615-842fb21f9bbd', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '90f2241d-db26-46fc-a758-7fa4e6d9d691', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', '0877bf40-4684-4043-8747-4d53b1b5902e', '33e90383-2a54-46ea-ac9d-1f34c453ed0c', '423dea1f-4724-4e95-a5e1-589ad3c734d8']","['Azure and ivory color harmony', 'Excessive simplification via modern aesthetic']",0.0,False,
843a3784-4b2c-48ef-9a85-73fbc314307e,Contemporary structural labyrinth as the protagonist,Unimaginative and flat lighting,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', 'b5d2d590-0f2e-4923-b4a0-30731622edb6', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', 'False', '33e90383-2a54-46ea-ac9d-1f34c453ed0c']","['Contemporary structural labyrinth as the protagonist', 'Unimaginative and flat lighting']",0.0,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Sophisticated sleek and reflective properties,Overly polished metallic surface losing authenticity,positive_negative,"['c2b6f39c-c794-4cc9-842d-96974048ed18', '7df33602-fba7-4538-ad2e-1810ddca2d87', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'False', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '8957a2d8-7f38-4bb1-aab1-d06ec7338134', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '0877bf40-4684-4043-8747-4d53b1b5902e', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb']","['Sophisticated sleek and reflective properties', 'Overly polished metallic surface losing authenticity']",0.0,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Radiant chrome-silver centerpiece,Shapeless and confusing abstract object,positive_negative,"['d167a3c4-03ed-4471-90f4-585743019bb9', '7df33602-fba7-4538-ad2e-1810ddca2d87', '423dea1f-4724-4e95-a5e1-589ad3c734d8', 'c2b6f39c-c794-4cc9-842d-96974048ed18', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'b18e2c3f-ae77-427d-90c3-b8c6e2dea1e4', 'c748e07e-8b34-4768-9586-e0817e6f3ce9', '7', '56a86805-b954-4a0a-b587-e0150b63541c', '7df33602-fba7-4538-ad2e-1810ddca2d87']","['Radiant chrome-silver centerpiece', 'Shapeless and confusing abstract object']",0.0,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Graceful transition of gradient gray background,Unimaginative and sterile monochrome palette,positive_negative,"['7', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', 'd41fa5fa-3f99-418e-b1f9-b7820ca772f5', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', '2a519739-7773-4354-85a1-fba3f6bf92c7', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '62404e9b-2fd6-4709-96bb-fe5a2262001e', 'd41fa5fa-3f99-418e-b1f9-b7820ca772f5', '7df33602-fba7-4538-ad2e-1810ddca2d87']","['Graceful transition of gradient gray background', 'Unimaginative and sterile monochrome palette']",0.0,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Vignette-framed sea of gradient gray mirroring the sober twilight,Drab gradient background lacking vibrancy,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', '62404e9b-2fd6-4709-96bb-fe5a2262001e', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', '1135c712-811d-48fb-84cf-e48d6329e10b', '018943a8-3180-4d42-9615-842fb21f9bbd', '74a3cb6c-a710-4e75-bef2-f275fac28783', '62404e9b-2fd6-4709-96bb-fe5a2262001e', '2a519739-7773-4354-85a1-fba3f6bf92c7']","['Vignette-framed sea of gradient gray mirroring the sober twilight', 'Drab gradient background lacking vibrancy']",0.0,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Vignette-framed sea of gradient gray mirroring the sober twilight,Excessive negative space undermining composition,noisy_negative,"['0877bf40-4684-4043-8747-4d53b1b5902e', '7', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', 'd167a3c4-03ed-4471-90f4-585743019bb9', '4e122b00-e48b-46e2-8dcb-73c023b6df56', '8a30a658-861a-4adc-b04b-5ea2d926784d', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4']","['Vignette-framed sea of gradient gray mirroring the sober twilight', 'Excessive negative space undermining composition']",0.0,False,
2e42a1c3-9a3d-4b1c-b491-fc27a4f513b0,Clean-cut minimalism bathed in an ethereal studio glow,Drab gradient background lacking vibrancy,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', '62404e9b-2fd6-4709-96bb-fe5a2262001e', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', '1135c712-811d-48fb-84cf-e48d6329e10b', '018943a8-3180-4d42-9615-842fb21f9bbd', '74a3cb6c-a710-4e75-bef2-f275fac28783', '62404e9b-2fd6-4709-96bb-fe5a2262001e', '2a519739-7773-4354-85a1-fba3f6bf92c7']","['Clean-cut minimalism bathed in an ethereal studio glow', 'Drab gradient background lacking vibrancy']",0.0,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,whites,sterile modern architecture.,positive_negative,"['d0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '2a519739-7773-4354-85a1-fba3f6bf92c7', '6387a229-c5c0-4dd3-af6b-420de20d258b', 'dab688dd-fbbd-4f8e-938a-007834a0eb58', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7', '8a30a658-861a-4adc-b04b-5ea2d926784d', '92a5d95c-6ab0-4d35-bd0b-c515060f0400']","['whites', 'sterile modern architecture.']",0.0,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,Harmonious blend of soothing blues,featureless construction language,positive_negative,"['816429c8-e23f-4abd-a9c0-722c7440921a', '7df33602-fba7-4538-ad2e-1810ddca2d87', '9dc7def9-826a-41a3-a60e-856cef523f9e', 'd2e50bae-1275-4d77-a4ce-4dc5605fccf1', '7df33602-fba7-4538-ad2e-1810ddca2d87', '25ddd8b3-13ca-4c9a-bccb-cc06605dea95', '091c5997-c304-4708-b06c-3f50d2e5be4b', '6387a229-c5c0-4dd3-af6b-420de20d258b', '816429c8-e23f-4abd-a9c0-722c7440921a', 'cbf5304a-69f0-43cc-9283-241361610f2a']","['Harmonious blend of soothing blues', 'featureless construction language']",0.0,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,Elegant,Absence of warmth in cold,positive_negative,"['8c2febab-272b-4d6b-ab63-6e6bf093c2b4', 'c2b6f39c-c794-4cc9-842d-96974048ed18', '0877bf40-4684-4043-8747-4d53b1b5902e', 'cbf5304a-69f0-43cc-9283-241361610f2a', '6b541432-e291-42d0-a5d5-b88c539fc56c', '174ab7bd-604f-4483-8ba8-35eae377dd11', '34abf22b-c109-4eb6-a2f7-f07420c43c85', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', '091c5997-c304-4708-b06c-3f50d2e5be4b', '4e122b00-e48b-46e2-8dcb-73c023b6df56']","['Elegant', 'Absence of warmth in cold']",0.0,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,and dove gray hues,Dominance of uninspiring light blues,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', '7', '74a3cb6c-a710-4e75-bef2-f275fac28783', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', '2a519739-7773-4354-85a1-fba3f6bf92c7', '33e90383-2a54-46ea-ac9d-1f34c453ed0c', '72e384e7-f1cc-44ba-bd47-b00e0bba878d', '9dc7def9-826a-41a3-a60e-856cef523f9e']","['and dove gray hues', 'Dominance of uninspiring light blues']",0.0,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,Illuminated by a soft glow casting ghostly shadows.,featureless construction language,noisy_negative,"['816429c8-e23f-4abd-a9c0-722c7440921a', '7df33602-fba7-4538-ad2e-1810ddca2d87', '9dc7def9-826a-41a3-a60e-856cef523f9e', 'd2e50bae-1275-4d77-a4ce-4dc5605fccf1', '7df33602-fba7-4538-ad2e-1810ddca2d87', '091c5997-c304-4708-b06c-3f50d2e5be4b', '25ddd8b3-13ca-4c9a-bccb-cc06605dea95', '6387a229-c5c0-4dd3-af6b-420de20d258b', '816429c8-e23f-4abd-a9c0-722c7440921a', 'cbf5304a-69f0-43cc-9283-241361610f2a']","['Illuminated by a soft glow casting ghostly shadows.', 'featureless construction language']",0.0,False,
a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6,Sleek structures whispering modern tales in soft outlines,sterile modern architecture.,noisy_negative,"['d0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '2a519739-7773-4354-85a1-fba3f6bf92c7', '6387a229-c5c0-4dd3-af6b-420de20d258b', 'dab688dd-fbbd-4f8e-938a-007834a0eb58', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7', '8a30a658-861a-4adc-b04b-5ea2d926784d', '92a5d95c-6ab0-4d35-bd0b-c515060f0400']","['Sleek structures whispering modern tales in soft outlines', 'sterile modern architecture.']",0.0,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,Elegant mix of smooth and angular elements adding visual intrigue.,wasted space,positive_negative,"['d167a3c4-03ed-4471-90f4-585743019bb9', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '7df33602-fba7-4538-ad2e-1810ddca2d87', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', 'd167a3c4-03ed-4471-90f4-585743019bb9', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'd167a3c4-03ed-4471-90f4-585743019bb9']","['Elegant mix of smooth and angular elements adding visual intrigue.', 'wasted space']",0.0,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,minimalist backdrop,Sketch style overly complicated and difficult to interpret,positive_negative,"['423dea1f-4724-4e95-a5e1-589ad3c734d8', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '6b541432-e291-42d0-a5d5-b88c539fc56c', 'False', '90f2241d-db26-46fc-a758-7fa4e6d9d691', 'b18e2c3f-ae77-427d-90c3-b8c6e2dea1e4', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '2aefc88e-c16f-4132-a99c-80670e6e8b6c', '34abf22b-c109-4eb6-a2f7-f07420c43c85', '7df33602-fba7-4538-ad2e-1810ddca2d87']","['minimalist backdrop', 'Sketch style overly complicated and difficult to interpret']",0.0,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,futuristic robotic masterpiece as the centerpiece,Single robotic subject lacks variety and engagement,positive_negative,"['a5bba5f2-8ca2-4a3a-bf47-eb6a86f4ab92', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', '33e90383-2a54-46ea-ac9d-1f34c453ed0c', 'da3a43f2-5237-4811-949e-d980d8597ffb', 'd2e50bae-1275-4d77-a4ce-4dc5605fccf1', '56a86805-b954-4a0a-b587-e0150b63541c', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', '33e90383-2a54-46ea-ac9d-1f34c453ed0c', '56a86805-b954-4a0a-b587-e0150b63541c', 'b6b897c3-cfd0-47a8-823f-588087a75f1a']","['futuristic robotic masterpiece as the centerpiece', 'Single robotic subject lacks variety and engagement']",0.0,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,Industrial chic design with a whiff of the future,Stark white background offering no visual interest,noisy_negative,"['2a519739-7773-4354-85a1-fba3f6bf92c7', '7', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', '62404e9b-2fd6-4709-96bb-fe5a2262001e', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', '443abae5-15be-4b90-9560-d09272182602', '7df33602-fba7-4538-ad2e-1810ddca2d87']","['Industrial chic design with a whiff of the future', 'Stark white background offering no visual interest']",0.0,True,5.0
62404e9b-2fd6-4709-96bb-fe5a2262001e,Bare minimalist backdrop devoid of any peripheral distractions,Side profile view with too much empty,noisy_negative,"['2aefc88e-c16f-4132-a99c-80670e6e8b6c', 'd167a3c4-03ed-4471-90f4-585743019bb9', '0877bf40-4684-4043-8747-4d53b1b5902e', 'da3a43f2-5237-4811-949e-d980d8597ffb', '7', 'c2b6f39c-c794-4cc9-842d-96974048ed18', 'False', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '7df33602-fba7-4538-ad2e-1810ddca2d87']","['Bare minimalist backdrop devoid of any peripheral distractions', 'Side profile view with too much empty']",0.0,False,
62404e9b-2fd6-4709-96bb-fe5a2262001e,Bare minimalist backdrop devoid of any peripheral distractions,Stark white background offering no visual interest,noisy_negative,"['2a519739-7773-4354-85a1-fba3f6bf92c7', '7', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', '62404e9b-2fd6-4709-96bb-fe5a2262001e', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'b6b897c3-cfd0-47a8-823f-588087a75f1a', '443abae5-15be-4b90-9560-d09272182602', '7df33602-fba7-4538-ad2e-1810ddca2d87']","['Bare minimalist backdrop devoid of any peripheral distractions', 'Stark white background offering no visual interest']",0.0,True,5.0
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Impressive multi-level architecture,Overuse of negative space leading to a sense of emptiness,positive_negative,"['0877bf40-4684-4043-8747-4d53b1b5902e', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', '8c2febab-272b-4d6b-ab63-6e6bf093c2b4', '423dea1f-4724-4e95-a5e1-589ad3c734d8', '2aefc88e-c16f-4132-a99c-80670e6e8b6c', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '2a519739-7773-4354-85a1-fba3f6bf92c7', 'False']","['Impressive multi-level architecture', 'Overuse of negative space leading to a sense of emptiness']",0.1,False,
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Stunning monochrome presentation,Overuse of negative space leading to a sense of emptiness,positive_negative,"['0877bf40-4684-4043-8747-4d53b1b5902e', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'cdaf3830-a9fc-45a0-b1b0-436a9d21dc80', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '7df33602-fba7-4538-ad2e-1810ddca2d87', '8a30a658-861a-4adc-b04b-5ea2d926784d', 'c2b6f39c-c794-4cc9-842d-96974048ed18', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '2aefc88e-c16f-4132-a99c-80670e6e8b6c', '423dea1f-4724-4e95-a5e1-589ad3c734d8']","['Stunning monochrome presentation', 'Overuse of negative space leading to a sense of emptiness']",0.1,False,
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Impressive multi-level architecture,lifeless monochrome palette,positive_negative,"['d41fa5fa-3f99-418e-b1f9-b7820ca772f5', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', '7df33602-fba7-4538-ad2e-1810ddca2d87', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', '585074c4-a8ed-4dd6-8d5f-2b3a3b553d0d', '468da0cc-51e7-4b79-bc15-20c029a9c159', 'd2e50bae-1275-4d77-a4ce-4dc5605fccf1', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', 'f61a9853-6d20-4559-a6c6-231e18a4abc3', 'd41fa5fa-3f99-418e-b1f9-b7820ca772f5']","['Impressive multi-level architecture', 'lifeless monochrome palette']",0.1,False,
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Minimalist architectural lexicon intertwining with whispers of a bygone future.,Inconsistent and clumsy architectural sketch style,noisy_negative,"['7df33602-fba7-4538-ad2e-1810ddca2d87', '7df33602-fba7-4538-ad2e-1810ddca2d87', '188b9c9e-496a-4f26-a27f-c62653ae1e23', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', 'e065f25d-7920-47e1-8406-6de82f3d4a4f', '6b541432-e291-42d0-a5d5-b88c539fc56c', 'c2b6f39c-c794-4cc9-842d-96974048ed18', 'd167a3c4-03ed-4471-90f4-585743019bb9']","['Minimalist architectural lexicon intertwining with whispers of a bygone future.', 'Inconsistent and clumsy architectural sketch style']",0.1,False,
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Minimalist architectural lexicon intertwining with whispers of a bygone future.,Dull,noisy_negative,"['3e1aa137-2301-4972-9212-0421fda319bd', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6', '8758053f-a34a-4f8b-8694-ee20bb6295e3', 'c2b6f39c-c794-4cc9-842d-96974048ed18', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', 'ab55c037-2cfe-46f9-901e-2e966c86eb98', 'dab688dd-fbbd-4f8e-938a-007834a0eb58', '74a3cb6c-a710-4e75-bef2-f275fac28783', '6b1b8043-5a69-4036-90f2-dd01290bf4fe', 'a3ea17b7-cdfb-4db8-a2dc-4b57328cc7c6']","['Minimalist architectural lexicon intertwining with whispers of a bygone future.', 'Dull']",0.1,True,9.0
6b1b8043-5a69-4036-90f2-dd01290bf4fe,Clunky yet enticing structures reminiscent of ancient mollusk shells,Bulky and unappealing exterior volumes,noisy_negative,"['c2b6f39c-c794-4cc9-842d-96974048ed18', '92a5d95c-6ab0-4d35-bd0b-c515060f0400', '7df33602-fba7-4538-ad2e-1810ddca2d87', '11c22dbd-debf-46ca-a4ec-428d38e77cf2', 'd0ca6a36-1fb5-4237-84e8-e00bb7e557eb', '7df33602-fba7-4538-ad2e-1810ddca2d87', '7', '9dc7def9-826a-41a3-a60e-856cef523f9e', '63e5db15-0a71-42ec-b33c-9b77865c88e0', '0877bf40-4684-4043-8747-4d53b1b5902e']","['Clunky yet enticing structures reminiscent of ancient mollusk shells', 'Bulky and unappealing exterior volumes']",0.1,False,
